stress_level,policy,delivery_rate_mean,delivery_rate_std,packet_loss_mean,packet_loss_std,throughput_mean_bps,throughput_std_bps
S0,Agentic,86.23188405797102,0.0,5.917874396135265,0.0,1904.0,0.0
S0,Greedy,98.89035667107001,0.0,4.04227212681638,0.0,9981.333333333334,0.0
S0,Static,90.19607843137256,0.0,0.0,0.0,613.3333333333334,0.0
S1,Agentic,82.05741626794259,0.0,37.32057416267943,0.0,914.6666666666666,0.0
S1,Greedy,99.80454067057585,0.0,0.04510599909788002,0.0,17701.333333333332,0.0
S1,Static,81.07142857142857,0.0,0.0,0.0,605.3333333333334,0.0
S2,Agentic,95.6453924521929,2.0295126950199944,54.9088264419814,15.361656852458005,4914.666666666667,2331.2859589124246
S2,Greedy,99.72740825758466,0.07162155081849127,24.012973510691694,1.4775405765226757,19188.0,1847.7771230038256
S2,Static,84.92079034796294,3.0824130389133373,78.6046511627907,82.87949249256279,1034.6666666666667,209.28661899148946
