controller,fault_window,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility,control_effort,control_smoothness
openloop,pre,7.484350633431962,18.32472946180099,3.9977221277341424,1.0,0.071875,-6.482072761166105,356477056.35999995,0.0
openloop,fault,29.19745302480773,70.19180467435491,3.743096414868742,0.5197916666666667,0.004166666666666667,-30.341591106343134,1083427863.3412929,11191.608155807478
openloop,post,115.15644196700008,208.2779970185577,14.807409397921843,0.06770833333333333,0.0,-129.62530969825525,1104601390.4117484,12293.684698379078
pid,pre,9.234158922684548,18.382317492277046,3.159855625913539,1.0,0.0,-7.394014548598089,356477056.35999995,0.0
pid,fault,24.864448015658702,57.14786799299594,4.22917349552774,0.4666666666666667,0.0,-26.76028817785311,925737776.9471406,10989.558709340894
pid,post,98.03267859029474,189.3387282921669,16.652790833133984,0.051041666666666666,0.0,-114.43026109009539,1007099760.7595716,11223.987088225467
agentic,pre,8.769813426593961,18.1864267253606,3.30310567558323,1.0,0.0375,-7.072919102177191,356477056.35999995,0.0
agentic,fault,26.943780394086655,65.31331510728302,5.19919370054715,0.33541666666666664,0.027083333333333334,-30.465890761300468,952917052.8431568,11073.390505849844
agentic,post,104.6538653872446,198.4489134194768,14.514718306141564,0.0375,0.0,-118.98108369338615,975147309.6958576,11160.212720233776
